#,accession,total,log(e),EC,description
56,ENSP00000295546,13181,-4784.9,4,"COL6A3, collagen, type VI, alpha 3 [Source:HGNC Symbol;Acc:2213]"
57,ENSP00000315609,13498,-4779.6,4,"COL6A3, collagen, type VI, alpha 3 [Source:HGNC Symbol;Acc:HGNC:2213]"
58,ENSP00000352696,20037,-4717.9,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
59,ENSP00000338200,20114,-4697.8,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
60,ENSP00000325527,9438,-4675,4,"FBN1, fibrillin 1 [Source:HGNC Symbol;Acc:HGNC:3603]"
61,ENSP00000323929,17267,-4657.6,4,"A2M, alpha-2-macroglobulin [Source:HGNC Symbol;Acc:HGNC:7]"
62,ENSP00000346839,19143,-4640.9,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
63,ENSP00000331514,54769,-4639.8,4,"ACTG1, actin, gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]"
64,ENSP00000323534,20086,-4620.8,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
65,ENSP00000361824,21595,-4594.7,4,"SPTAN1, spectrin, alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]"
66,ENSP00000351339,26460,-4566.1,4,"FLNB, filamin B, beta [Source:HGNC Symbol;Acc:HGNC:3755]"
67,ENSP00000361816,21642,-4563.5,4,"SPTAN1, spectrin, alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]"
68,ENSP00000295956,26524,-4554.6,4,"FLNB, filamin B, beta [Source:HGNC Symbol;Acc:HGNC:3755]"
69,ENSP00000350882,21846,-4526.2,4,"SPTAN1, spectrin, alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]"
70,ENSP00000348285,19936,-4485.2,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
71,ENSP00000265312,19405,-4452.5,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:3778]"
72,ENSP00000232447,25907,-4439.9,4,"FLNB, filamin B, beta [Source:HGNC Symbol;Acc:3755]"
73,ENSP00000350534,19951,-4343.9,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
74,ENSP00000273049,19229,-4335.8,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:3778]"
75,ENSP00000349960,53897,-4147.8,4,"ACTB, actin, beta [Source:HGNC Symbol;Acc:HGNC:132]"
76,ENSP00000349509,18582,-4103.8,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:3778]"
77,ENSP00000349588,3968,-4073.4,4,"ANK2, ankyrin 2, neuronal [Source:HGNC Symbol;Acc:HGNC:493]"
78,ENSP00000223642,7826,-4061.1,4,"C5, complement component 5 [Source:HGNC Symbol;Acc:HGNC:1331]"
79,ENSP00000269122,26160,-4036.6,4,"CLTC, clathrin, heavy chain (Hc) [Source:HGNC Symbol;Acc:HGNC:2092]"
80,ENSP00000264366,3693,-4026.1,4,"ANK2, ankyrin 2, neuronal [Source:HGNC Symbol;Acc:HGNC:493]"
81,ENSP00000376763,24338,-3916.4,4,"CLTC, clathrin, heavy chain (Hc) [Source:HGNC Symbol;Acc:HGNC:2092]"
82,ENSP00000253408,18199,-3851.1,4,"GFAP, glial fibrillary acidic protein [Source:HGNC Symbol;Acc:HGNC:4235]"
83,ENSP00000349259,21706,-3837.7,4,"SPTBN1, spectrin, beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]"
84,ENSP00000338576,13814,-3666.7,4,"MYH9, myosin, heavy chain 9, non-muscle"
85,ENSP00000322421,21946,-3575,4,"HBA1, hemoglobin, alpha 1 [Source:HGNC Symbol;Acc:HGNC:4823]"
86,ENSP00000251595,21958,-3575,4,"HBA2, hemoglobin, alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]"
87,ENSP00000349819,25169,-3539.5,4,"FLNB, filamin B, beta [Source:HGNC Symbol;Acc:3755]"
88,ENSP00000364416,12141,-3513.8,4,"UBR4, ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:30313]"
89,ENSP00000364403,12711,-3513.8,4,"UBR4, ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]"
90,ENSP00000356399,10945,-3511.2,4,"CFH, complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]"
91,ENSP00000246662,40897,-3484.7,4,"KRT9, keratin 9 [Source:HGNC Symbol;Acc:HGNC:6447]"
92,ENSP00000354573,12202,-3440.7,4,"MACF1, microtubule-actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]"
93,ENSP00000313438,11970,-3420,4,"MACF1, microtubule-actin crosslinking factor 1 [Source:HGNC Symbol;Acc:13664]"
94,ENSP00000361855,496,-3406.6,4,"SEMG2, semenogelin II [Source:HGNC Symbol;Acc:HGNC:10743]"
95,ENSP00000334156,20838,-3368.3,4,"SPTBN1, spectrin, beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]"
96,ENSP00000306306,9385,-3345.7,4,"TGFBI, transforming growth factor, beta-induced, 68kDa [Source:HGNC Symbol;Acc:11771]"
97,ENSP00000325146,9695,-3310.2,4,"COL12A1, collagen, type XII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2188]"
98,ENSP00000262418,5347,-3285.2,4,"SLC4A1, solute carrier family 4 (anion exchanger), member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]"
99,ENSP00000385834,15810,-3269.5,4,"TF, transferrin [Source:HGNC Symbol;Acc:HGNC:11740]"
100,ENSP00000252244,55933,-3257.1,4,"KRT1, keratin 1 [Source:HGNC Symbol;Acc:HGNC:6412]"
101,ENSP00000349868,4329,-3247.8,4,"PLEC, plectin [Source:HGNC Symbol;Acc:9069; NP_000436]"
102,ENSP00000231751,11209,-3245.5,4,"LTF, lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]"
103,ENSP00000265983,13609,-3203.8,4,"HPX, hemopexin [Source:HGNC Symbol;Acc:HGNC:5171]"
104,ENSP00000350719,8266,-3185.3,4,"SYNE2, spectrin repeat containing, nuclear envelope 2 [Source:HGNC Symbol;Acc:HGNC:17084]"
105,ENSP00000341781,8344,-3185.3,4,"SYNE2, spectrin repeat containing, nuclear envelope 2 [Source:HGNC Symbol;Acc:HGNC:17084]"
106,ENSP00000358872,25154,-3147.4,4,"FLNA, filamin A, alpha [Source:HGNC Symbol;Acc:HGNC:3754]"
107,ENSP00000295137,49246,-3114.6,4,"ACTG2, actin, gamma 2, smooth muscle, enteric [Source:HGNC Symbol;Acc:HGNC:145]"
108,ENSP00000224784,49569,-3106.3,4,"ACTA2, actin, alpha 2, smooth muscle, aorta [Source:HGNC Symbol;Acc:HGNC:130]"
109,ENSP00000380899,17243,-3046.3,4,Hemoglobin subunit alpha (Hemoglobin alpha chain) (Alpha-globin). [Source:Uniprot/SWISSPROT;Acc:P69905]
110,ENSP00000380908,17222,-3046.3,4,Hemoglobin subunit alpha (Hemoglobin alpha chain) (Alpha-globin). [Source:Uniprot/SWISSPROT;Acc:P69905]
111,ENSP00000315243,11363,-3035.1,4,"COL3A1, collagen, type III, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2201]"
112,ENSP00000211998,21408,-3021.8,4,"VCL, vinculin [Source:HGNC Symbol;Acc:HGNC:12665]"
113,ENSP00000359805,5939,-3007,4,"DST, dystonin [Source:HGNC Symbol;Acc:1090]"
114,ENSP00000290378,50049,-3004.8,4,"ACTC1, actin, alpha, cardiac muscle 1 [Source:HGNC Symbol;Acc:HGNC:143]"
115,ENSP00000354508,6178,-2970.2,4,"DST, dystonin [Source:HGNC Symbol;Acc:HGNC:1090]"
116,ENSP00000359824,5866,-2943.4,4,"DST, dystonin [Source:HGNC Symbol;Acc:HGNC:1090]"
117,ENSP00000361841,21129,-2929.1,4,"VCL, vinculin [Source:HGNC Symbol;Acc:HGNC:12665]"
118,ENSP00000245503,5559,-2912.8,4,"MYH2, myosin, heavy chain 2, skeletal muscle, adult [Source:HGNC Symbol;Acc:HGNC:7572]"
119,ENSP00000380367,5374,-2912.8,4,"Myosin-7 (Myosin heavy chain 7) (Myosin heavy chain, cardiac muscle beta isoform) (MyHC-beta) (Myosin heavy chain slow isoform) (MyHC- slow). [Source:Uniprot/SWISSPROT;Acc:P12883]"
120,ENSP00000382862,10097,-2899.2,4,"B-factor, properdin. [Source:Uniprot/SPTREMBL;Acc:Q5JP67]"
121,ENSP00000244364,5622,-2882.1,4,"DST, dystonin [Source:HGNC Symbol;Acc:HGNC:1090]"
122,ENSP00000260356,15847,-2874.4,4,"THBS1, thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]"
123,ENSP00000360609,36773,-2852.9,4,"HSP90AB1, heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]"
124,ENSP00000360709,36773,-2852.9,4,"HSP90AB1, heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]"
125,ENSP00000325875,37695,-2852.9,4,"HSP90AB1, heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]"
126,ENSP00000265313,8819,-2836.6,4,"FN1, fibronectin 1"
127,ENSP00000369317,36722,-2824.9,4,"KRT6A, keratin 6A [Source:HGNC Symbol;Acc:HGNC:6443]"
128,ENSP00000362016,11560,-2820.9,4,"MACF1, microtubule-actin crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:13664]"
129,ENSP00000369129,16244,-2819.5,4,"DSP, desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]"
130,ENSP00000264998,17879,-2779.4,4,"TF, transferrin [Source:HGNC Symbol;Acc:11740]"
131,ENSP00000361804,7635,-2774.6,4,"SPTAN1, spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)"
132,ENSP00000331666,20317,-2739.7,4,"ALB, albumin"
133,ENSP00000266041,11341,-2730.3,4,"ITIH4, inter-alpha-trypsin inhibitor heavy chain family, member 4 [Source:HGNC Symbol;Acc:HGNC:6169]"
134,ENSP00000340520,10975,-2721.4,4,"ITIH4, inter-alpha-trypsin inhibitor heavy chain family, member 4 [Source:HGNC Symbol;Acc:6169]"
135,ENSP00000193403,28923,-2719.9,4,"ACTN1, actinin, alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]"
136,ENSP00000262269,23208,-2712.1,4,"MYH14, myosin, heavy chain 14, non-muscle [Source:HGNC Symbol;Acc:HGNC:23212]"
137,ENSP00000221347,5640,-2708.3,4,"FCGBP, Fc fragment of IgG binding protein [Source:HGNC Symbol;Acc:13572;CCDS ID:CCDS12546]"
138,ENSP00000226207,5536,-2700.6,4,"MYH1, myosin, heavy chain 1, skeletal muscle, adult [Source:HGNC Symbol;Acc:HGNC:7567]"
139,ENSP00000355645,47266,-2698.4,4,"ACTA1, actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]"
140,ENSP00000293308,36578,-2698,4,"KRT8, keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]"
141,ENSP00000384425,9934,-2683.8,4,"ITIH4, inter-alpha-trypsin inhibitor heavy chain family, member 4 [Source:HGNC Symbol;Acc:HGNC:6169]"
142,ENSP00000377530,6915,-2662.5,4,"PC, pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636]"
143,ENSP00000377532,6915,-2662.5,4,"PC, pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636]"
144,ENSP00000377527,6915,-2662.5,4,"PC, pyruvate carboxylase [Source:HGNC Symbol;Acc:HGNC:8636]"
145,ENSP00000377941,26719,-2660.9,4,"ACTN1, actinin, alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]"
146,ENSP00000259818,37987,-2656.3,4,"TUBB2B, tubulin, beta 2B class IIb [Source:HGNC Symbol;Acc:HGNC:30829]"
147,ENSP00000252252,44180,-2644.4,4,"KRT6B, keratin 6B [Source:HGNC Symbol;Acc:HGNC:6444]"
148,ENSP00000355537,19577,-2642.5,4,"ACTN2, actinin, alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]"
149,ENSP00000367434,3768,-2634.3,4,"TLN1, Talin-1  [UniProt: Q9Y490]"
150,ENSP00000366169,22931,-2625.8,4,"MYH14, myosin, heavy chain 14, non-muscle [Source:HGNC Symbol;Acc:HGNC:23212]"
151,ENSP00000273283,9179,-2612.4,4,"ITIH1, inter-alpha-trypsin inhibitor heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:6166]"
152,ENSP00000336799,42326,-2599.2,4,"TUBA1B, tubulin, alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]"
153,ENSP00000268182,20625,-2596.3,4,"IQGAP1, IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]"
154,ENSP00000252250,38977,-2579.3,4,"KRT6C, keratin 6C [Source:HGNC Symbol;Acc:HGNC:20406]"
155,ENSP00000301071,41432,-2564.5,4,"TUBA1A, tubulin, alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]"
156,ENSP00000338082,15321,-2547.9,4,"HBG2, hemoglobin, gamma G [Source:HGNC Symbol;Acc:HGNC:4832]"
157,ENSP00000369609,14762,-2547.9,4,"HBG2, hemoglobin, gamma G [Source:HGNC Symbol;Acc:HGNC:4832]"
158,ENSP00000369703,36469,-2541.2,4,"TUBB2A, tubulin, beta 2A class IIa [Source:HGNC Symbol;Acc:HGNC:12412]"
159,ENSP00000373058,37956,-2520.4,4,"TUBB, tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]"
160,ENSP00000339001,37960,-2520.4,4,"TUBB, tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]"
161,ENSP00000379442,2153,-2491.2,4,"UMOD, uromodulin [Source:HGNC Symbol;Acc:HGNC:12559]"
162,ENSP00000379446,2093,-2491.2,4,"UMOD, uromodulin [Source:HGNC Symbol;Acc:12559;CCDS ID:CCDS10583]"
163,ENSP00000306279,2391,-2491.2,4,"UMOD, uromodulin [Source:HGNC Symbol;Acc:HGNC:12559]"
164,ENSP00000379438,2155,-2491.2,4,"UMOD, uromodulin [Source:HGNC Symbol;Acc:HGNC:12559]"
165,ENSP00000216281,36443,-2482,4,"HSP90AA1, heat shock protein 90kDa alpha (cytosolic), class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]"
166,ENSP00000312351,45997,-2465.8,4,"ACTA1, actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:129]"
167,ENSP00000335153,36350,-2465.2,4,"HSP90AA1, heat shock protein 90kDa alpha (cytosolic), class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]"
168,ENSP00000361867,576,-2450.1,4,"SEMG1, semenogelin I [Source:HGNC Symbol;Acc:HGNC:10742]"
169,ENSP00000224237,29510,-2441.3,4,"VIM, vimentin [Source:HGNC Symbol;Acc:HGNC:12692]"
170,ENSP00000355644,46633,-2434.1,4,"ACTA1, actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]"
171,ENSP00000252999,7399,-2394.8,4,"LAMA5, laminin, alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]"
172,ENSP00000355643,45106,-2388.9,4,"ACTA1, actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:129]"
173,ENSP00000375861,10880,-2387.9,4,"COL6A3, collagen, type VI, alpha 3 [Source:HGNC Symbol;Acc:HGNC:2213]"
174,ENSP00000308938,9844,-2383.8,4,"PLG, plasminogen [Source:HGNC Symbol;Acc:HGNC:9071]"
175,ENSP00000341289,38291,-2372,4,"TUBB4B, tubulin, beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]"
176,ENSP00000366035,26651,-2359.4,4,"ACTN1, actinin, alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]"
177,ENSP00000310861,46273,-2354.7,4,"KRT2, keratin 2 [Source:HGNC Symbol;Acc:HGNC:6439]"
178,ENSP00000327431,15328,-2346.2,4,"HBG1, hemoglobin, gamma A [Source:HGNC Symbol;Acc:HGNC:4831]"
179,ENSP00000381581,17051,-2343.5,4,Plastin-2 (L-plastin) (Lymphocyte cytosolic protein 1) (LCP-1) (LC64P). [Source:Uniprot/SWISSPROT;Acc:P13796]
180,ENSP00000315757,18230,-2343.5,4,"LCP1, lymphocyte cytosolic protein 1 (L-plastin) [Source:HGNC Symbol;Acc:HGNC:6528]"
181,ENSP00000351190,10989,-2339.1,4,"ITIH2, inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]"
182,ENSP00000364393,5323,-2336.6,4,"TNXB, tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976]"
183,ENSP00000364396,5229,-2336.6,4,"TNXB, tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976]"
184,ENSP00000301072,42038,-2336.3,4,"TUBA1C, tubulin, alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]"
185,ENSP00000382200,8113,-2330.9,4,"APOB, apolipoprotein B [Source:HGNC Symbol;Acc:HGNC:603]"
186,ENSP00000342376,5069,-2324.9,4,"EGFR, epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]"
187,ENSP00000345973,5070,-2324.9,4,"EGFR, epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]"
188,ENSP00000331902,5253,-2324.8,4,"COL4A5, collagen, type IV, alpha 5 [Source:HGNC Symbol;Acc:HGNC:2207]"
189,ENSP00000354505,5309,-2324.8,4,"COL4A5, collagen, type IV, alpha 5 [Source:HGNC Symbol;Acc:HGNC:2207]"
190,ENSP00000305147,8797,-2324.4,4,"COL12A1, collagen, type XII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2188]"
191,ENSP00000372645,5271,-2313.2,4,"TNXB, tenascin XB [Source:HGNC Symbol;Acc:HGNC:11976]"
192,ENSP00000368906,10075,-2305.1,4,"ITIH2, inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]"
193,ENSP00000226209,4998,-2296.8,4,"MYH3, myosin, heavy chain 3, skeletal muscle, embryonic [Source:HGNC Symbol;Acc:7573;CCDS ID:CCDS11157]"
194,ENSP00000273951,11626,-2296.1,4,"GC, group-specific component (vitamin D binding protein) [Source:HGNC Symbol;Acc:HGNC:4187]"
195,ENSP00000379613,7897,-2294.9,4,"MYH11, myosin, heavy chain 11, smooth muscle"
196,ENSP00000261405,7519,-2290.4,4,"VWF, von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726]"
197,ENSP00000376795,10882,-2284.5,4,"SERPINA3, serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 [Source:HGNC Symbol;Acc:HGNC:16]"
198,ENSP00000376793,10675,-2284.5,4,"SERPINA3, serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 [Source:HGNC Symbol;Acc:HGNC:16]"
199,ENSP00000341848,9359,-2264.8,4,"GOLGB1, golgin B1 [Source:HGNC Symbol;Acc:HGNC:4429]"
200,ENSP00000264071,35963,-2254.8,4,"TUBB4A, tubulin, beta 4A class IVa [Source:HGNC Symbol;Acc:HGNC:20774]"
201,ENSP00000333994,23831,-2237.1,4,"HBB, hemoglobin, beta [Source:HGNC Symbol;Acc:HGNC:4827]"
202,ENSP00000356448,15754,-2222.3,4,"TPR, translocated promoter region, nuclear basket protein [Source:HGNC Symbol;Acc:HGNC:12017]"
203,ENSP00000379672,34894,-2194.3,4,"TUBB, tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]"
204,ENSP00000383378,34846,-2194.3,4,Tubulin beta chain (Tubulin beta-5 chain). [Source:Uniprot/SWISSPROT;Acc:P07437]
205,ENSP00000253792,18069,-2191.5,4,"ACLY, ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]"
206,ENSP00000375860,10801,-2191.3,4,"COL6A3, collagen, type VI, alpha 3 [Source:HGNC Symbol;Acc:HGNC:2213]"
207,ENSP00000378044,3710,-2187.2,4,"ANK2, ankyrin 2, neuronal [Source:HGNC Symbol;Acc:HGNC:493]"
208,ENSP00000320295,35951,-2180.7,4,"TUBB3, tubulin, beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]"
209,ENSP00000346516,3222,-2172.1,4,"KMT2A, lysine (K)-specific methyltransferase 2A [Source:HGNC Symbol;Acc:7132]"
