#,accession,total,log(e),EC,description,,,,,
57,ENSP00000304592,23378,-5300.1,4,"FASN, fatty acid synthase [Source:HGNC Symbol;Acc:HGNC:3594]"
58,ENSP00000264613,13301,-5202.1,4,"CP, ceruloplasmin (ferroxidase) [Source:HGNC Symbol;Acc:HGNC:2295]"
59,ENSP00000374371,8440,-4970.3,4,"SPTB, spectrin, beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]"
60,ENSP00000374372,8247,-4925.1,4,"SPTB, spectrin, beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]"
61,ENSP00000327145,22085,-4906.9,4,"FLNC, filamin C, gamma [Source:HGNC Symbol;Acc:HGNC:3756]"
62,ENSP00000344002,22186,-4803.5,4,"FLNC, filamin C, gamma [Source:HGNC Symbol;Acc:HGNC:3756]"
63,ENSP00000374370,8206,-4750.4,4,"SPTB, spectrin, beta, erythrocytic [Source:HGNC Symbol;Acc:HGNC:11274]"
64,ENSP00000352696,20037,-4717.9,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
65,ENSP00000338200,20114,-4697.8,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
66,ENSP00000346839,19143,-4640.9,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
67,ENSP00000331514,54769,-4639.8,4,"ACTG1, actin, gamma 1 [Source:HGNC Symbol;Acc:HGNC:144]"
68,ENSP00000323534,20086,-4620.8,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
69,ENSP00000361824,21595,-4594.7,4,"SPTAN1, spectrin, alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]"
70,ENSP00000351339,26460,-4566.1,4,"FLNB, filamin B, beta [Source:HGNC Symbol;Acc:HGNC:3755]"
71,ENSP00000361816,21642,-4563.5,4,"SPTAN1, spectrin, alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]"
72,ENSP00000295956,26524,-4554.6,4,"FLNB, filamin B, beta [Source:HGNC Symbol;Acc:HGNC:3755]"
73,ENSP00000350882,21846,-4526.2,4,"SPTAN1, spectrin, alpha, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11273]"
74,ENSP00000348285,19936,-4485.2,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
75,ENSP00000265312,19405,-4452.5,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:3778]"
76,ENSP00000232447,25907,-4439.9,4,"FLNB, filamin B, beta [Source:HGNC Symbol;Acc:3755]"
77,ENSP00000350534,19951,-4343.9,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:HGNC:3778]"
78,ENSP00000273049,19229,-4335.8,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:3778]"
79,ENSP00000349960,53897,-4147.8,4,"ACTB, actin, beta [Source:HGNC Symbol;Acc:HGNC:132]"
80,ENSP00000349509,18582,-4103.8,4,"FN1, fibronectin 1 [Source:HGNC Symbol;Acc:3778]"
81,ENSP00000349588,3968,-4073.4,4,"ANK2, ankyrin 2, neuronal [Source:HGNC Symbol;Acc:HGNC:493]"
82,ENSP00000269122,26160,-4036.6,4,"CLTC, clathrin, heavy chain (Hc) [Source:HGNC Symbol;Acc:HGNC:2092]"
83,ENSP00000264366,3693,-4026.1,4,"ANK2, ankyrin 2, neuronal [Source:HGNC Symbol;Acc:HGNC:493]"
84,ENSP00000376763,24338,-3916.4,4,"CLTC, clathrin, heavy chain (Hc) [Source:HGNC Symbol;Acc:HGNC:2092]"
85,ENSP00000253408,18199,-3851.1,4,"GFAP, glial fibrillary acidic protein [Source:HGNC Symbol;Acc:HGNC:4235]"
86,ENSP00000349259,21706,-3837.7,4,"SPTBN1, spectrin, beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]"
87,ENSP00000338576,13814,-3666.7,4,"MYH9, myosin, heavy chain 9, non-muscle"
88,ENSP00000322421,21946,-3575,4,"HBA1, hemoglobin, alpha 1 [Source:HGNC Symbol;Acc:HGNC:4823]"
89,ENSP00000251595,21958,-3575,4,"HBA2, hemoglobin, alpha 2 [Source:HGNC Symbol;Acc:HGNC:4824]"
90,ENSP00000349819,25169,-3539.5,4,"FLNB, filamin B, beta [Source:HGNC Symbol;Acc:3755]"
91,ENSP00000364403,12711,-3513.8,4,"UBR4, ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:HGNC:30313]"
92,ENSP00000356399,10945,-3511.2,4,"CFH, complement factor H [Source:HGNC Symbol;Acc:HGNC:4883]"
93,ENSP00000364374,12165,-3503.8,4,"UBR4, ubiquitin protein ligase E3 component n-recognin 4 [Source:HGNC Symbol;Acc:30313]"
94,ENSP00000246662,40897,-3484.7,4,"KRT9, keratin 9 [Source:HGNC Symbol;Acc:HGNC:6447]"
95,ENSP00000334156,20838,-3368.3,4,"SPTBN1, spectrin, beta, non-erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11275]"
96,ENSP00000262418,5347,-3285.2,4,"SLC4A1, solute carrier family 4 (anion exchanger), member 1 (Diego blood group) [Source:HGNC Symbol;Acc:HGNC:11027]"
97,ENSP00000361892,5160,-3277.1,4,"STK4, serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:11408]"
98,ENSP00000385834,15810,-3269.5,4,"TF, transferrin [Source:HGNC Symbol;Acc:HGNC:11740]"
99,ENSP00000252244,55933,-3257.1,4,"KRT1, keratin 1 [Source:HGNC Symbol;Acc:HGNC:6412]"
100,ENSP00000349868,4329,-3247.8,4,"PLEC, plectin [Source:HGNC Symbol;Acc:9069; NP_000436]"
101,ENSP00000231751,11209,-3245.5,4,"LTF, lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]"
102,ENSP00000262854,15661,-3229.8,4,"HUWE1, HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:30892]"
103,ENSP00000340648,15619,-3229.8,4,"HUWE1, HECT, UBA and WWE domain containing 1, E3 ubiquitin protein ligase [Source:HGNC Symbol;Acc:HGNC:30892]"
104,ENSP00000351681,1252,-3210.1,4,"ANK1, ankyrin 1, erythrocytic"
105,ENSP00000265983,13609,-3203.8,4,"HPX, hemopexin [Source:HGNC Symbol;Acc:HGNC:5171]"
106,ENSP00000358872,25154,-3147.4,4,"FLNA, filamin A, alpha [Source:HGNC Symbol;Acc:HGNC:3754]"
107,ENSP00000295137,49246,-3114.6,4,"ACTG2, actin, gamma 2, smooth muscle, enteric [Source:HGNC Symbol;Acc:HGNC:145]"
108,ENSP00000224784,49569,-3106.3,4,"ACTA2, actin, alpha 2, smooth muscle, aorta [Source:HGNC Symbol;Acc:HGNC:130]"
109,ENSP00000313851,9581,-3067.5,4,"PDS5B, PDS5, regulator of cohesion maintenance, homolog B (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:20418]"
110,ENSP00000380899,17243,-3046.3,4,Hemoglobin subunit alpha (Hemoglobin alpha chain) (Alpha-globin). [Source:Uniprot/SWISSPROT;Acc:P69905]
111,ENSP00000380908,17222,-3046.3,4,Hemoglobin subunit alpha (Hemoglobin alpha chain) (Alpha-globin). [Source:Uniprot/SWISSPROT;Acc:P69905]
112,ENSP00000211998,21408,-3021.8,4,"VCL, vinculin [Source:HGNC Symbol;Acc:HGNC:12665]"
113,ENSP00000359805,5939,-3007,4,"DST, dystonin [Source:HGNC Symbol;Acc:1090]"
114,ENSP00000290378,50049,-3004.8,4,"ACTC1, actin, alpha, cardiac muscle 1 [Source:HGNC Symbol;Acc:HGNC:143]"
115,ENSP00000354508,6178,-2970.2,4,"DST, dystonin [Source:HGNC Symbol;Acc:HGNC:1090]"
116,ENSP00000359824,5866,-2943.4,4,"DST, dystonin [Source:HGNC Symbol;Acc:HGNC:1090]"
117,ENSP00000361841,21129,-2929.1,4,"VCL, vinculin [Source:HGNC Symbol;Acc:HGNC:12665]"
118,ENSP00000245503,5559,-2912.8,4,"MYH2, myosin, heavy chain 2, skeletal muscle, adult [Source:HGNC Symbol;Acc:HGNC:7572]"
119,ENSP00000382862,10097,-2899.2,4,"B-factor, properdin. [Source:Uniprot/SPTREMBL;Acc:Q5JP67]"
120,ENSP00000244364,5622,-2882.1,4,"DST, dystonin [Source:HGNC Symbol;Acc:HGNC:1090]"
121,ENSP00000260356,15847,-2874.4,4,"THBS1, thrombospondin 1 [Source:HGNC Symbol;Acc:HGNC:11785]"
122,ENSP00000365804,2666,-2862.7,4,"HDAC6, histone deacetylase 6 [Source:HGNC Symbol;Acc:HGNC:14064]"
123,ENSP00000334061,2683,-2862.7,4,"HDAC6, histone deacetylase 6 [Source:HGNC Symbol;Acc:HGNC:14064]"
124,ENSP00000360609,36773,-2852.9,4,"HSP90AB1, heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]"
125,ENSP00000360709,36773,-2852.9,4,"HSP90AB1, heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]"
126,ENSP00000325875,37695,-2852.9,4,"HSP90AB1, heat shock protein 90kDa alpha (cytosolic), class B member 1 [Source:HGNC Symbol;Acc:HGNC:5258]"
127,ENSP00000260665,17779,-2837.7,4,"LRPPRC, leucine-rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]"
128,ENSP00000265313,8819,-2836.6,4,"FN1, fibronectin 1"
129,ENSP00000369317,36722,-2824.9,4,"KRT6A, keratin 6A [Source:HGNC Symbol;Acc:HGNC:6443]"
130,ENSP00000369129,16244,-2819.5,4,"DSP, desmoplakin [Source:HGNC Symbol;Acc:HGNC:3052]"
131,ENSP00000264998,17879,-2779.4,4,"TF, transferrin [Source:HGNC Symbol;Acc:11740]"
132,ENSP00000361804,7635,-2774.6,4,"SPTAN1, spectrin, alpha, non-erythrocytic 1 (alpha-fodrin)"
133,ENSP00000331666,20317,-2739.7,4,"ALB, albumin"
134,ENSP00000361887,4790,-2733.1,4,"STK4, serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:11408]"
135,ENSP00000379957,4649,-2733.1,4,Serine/threonine-protein kinase 4 (EC 2.7.11.1) (STE20-like kinase MST1) (MST-1) (Mammalian STE20-like protein kinase 1) (Serine/threonine-protein kinase Krs-2). [Source:Uniprot/SWISSPROT;Acc:Q13043]
136,ENSP00000266041,11341,-2730.3,4,"ITIH4, inter-alpha-trypsin inhibitor heavy chain family, member 4 [Source:HGNC Symbol;Acc:HGNC:6169]"
137,ENSP00000340520,10975,-2721.4,4,"ITIH4, inter-alpha-trypsin inhibitor heavy chain family, member 4 [Source:HGNC Symbol;Acc:6169]"
138,ENSP00000193403,28923,-2719.9,4,"ACTN1, actinin, alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]"
139,ENSP00000262269,23208,-2712.1,4,"MYH14, myosin, heavy chain 14, non-muscle [Source:HGNC Symbol;Acc:HGNC:23212]"
140,ENSP00000226207,5536,-2700.6,4,"MYH1, myosin, heavy chain 1, skeletal muscle, adult [Source:HGNC Symbol;Acc:HGNC:7567]"
141,ENSP00000355645,47266,-2698.4,4,"ACTA1, actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]"
142,ENSP00000293308,36578,-2698,4,"KRT8, keratin 8 [Source:HGNC Symbol;Acc:HGNC:6446]"
143,ENSP00000384425,9934,-2683.8,4,"ITIH4, inter-alpha-trypsin inhibitor heavy chain family, member 4 [Source:HGNC Symbol;Acc:HGNC:6169]"
144,ENSP00000377941,26719,-2660.9,4,"ACTN1, actinin, alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]"
145,ENSP00000259818,37987,-2656.3,4,"TUBB2B, tubulin, beta 2B class IIb [Source:HGNC Symbol;Acc:HGNC:30829]"
146,ENSP00000252252,44180,-2644.4,4,"KRT6B, keratin 6B [Source:HGNC Symbol;Acc:HGNC:6444]"
147,ENSP00000355537,19577,-2642.5,4,"ACTN2, actinin, alpha 2 [Source:HGNC Symbol;Acc:HGNC:164]"
148,ENSP00000367434,3768,-2634.3,4,"TLN1, Talin-1  [UniProt: Q9Y490]"
149,ENSP00000366169,22931,-2625.8,4,"MYH14, myosin, heavy chain 14, non-muscle [Source:HGNC Symbol;Acc:HGNC:23212]"
150,ENSP00000336799,42326,-2599.2,4,"TUBA1B, tubulin, alpha 1b [Source:HGNC Symbol;Acc:HGNC:18809]"
151,ENSP00000268182,20625,-2596.3,4,"IQGAP1, IQ motif containing GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:6110]"
152,ENSP00000252250,38977,-2579.3,4,"KRT6C, keratin 6C [Source:HGNC Symbol;Acc:HGNC:20406]"
153,ENSP00000301071,41432,-2564.5,4,"TUBA1A, tubulin, alpha 1a [Source:HGNC Symbol;Acc:HGNC:20766]"
154,ENSP00000338082,15321,-2547.9,4,"HBG2, hemoglobin, gamma G [Source:HGNC Symbol;Acc:HGNC:4832]"
155,ENSP00000369609,14762,-2547.9,4,"HBG2, hemoglobin, gamma G [Source:HGNC Symbol;Acc:HGNC:4832]"
156,ENSP00000369703,36469,-2541.2,4,"TUBB2A, tubulin, beta 2A class IIa [Source:HGNC Symbol;Acc:HGNC:12412]"
157,ENSP00000374373,2449,-2535.8,4,"SPTB, spectrin, beta, erythrocytic"
158,ENSP00000373058,37956,-2520.4,4,"TUBB, tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]"
159,ENSP00000339001,37960,-2520.4,4,"TUBB, tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]"
160,ENSP00000216281,36443,-2482,4,"HSP90AA1, heat shock protein 90kDa alpha (cytosolic), class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]"
161,ENSP00000312351,45997,-2465.8,4,"ACTA1, actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:129]"
162,ENSP00000335153,36350,-2465.2,4,"HSP90AA1, heat shock protein 90kDa alpha (cytosolic), class A member 1 [Source:HGNC Symbol;Acc:HGNC:5253]"
163,ENSP00000224237,29510,-2441.3,4,"VIM, vimentin [Source:HGNC Symbol;Acc:HGNC:12692]"
164,ENSP00000355644,46633,-2434.1,4,"ACTA1, actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:HGNC:129]"
165,ENSP00000355643,45106,-2388.9,4,"ACTA1, actin, alpha 1, skeletal muscle [Source:HGNC Symbol;Acc:129]"
166,ENSP00000308938,9844,-2383.8,4,"PLG, plasminogen [Source:HGNC Symbol;Acc:HGNC:9071]"
167,ENSP00000320968,988,-2374,4,"AMOTL1, angiomotin like 1 [Source:HGNC Symbol;Acc:HGNC:17811]"
168,ENSP00000341289,38291,-2372,4,"TUBB4B, tubulin, beta 4B class IVb [Source:HGNC Symbol;Acc:HGNC:20771]"
169,ENSP00000366035,26651,-2359.4,4,"ACTN1, actinin, alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]"
170,ENSP00000310861,46273,-2354.7,4,"KRT2, keratin 2 [Source:HGNC Symbol;Acc:HGNC:6439]"
171,ENSP00000327431,15328,-2346.2,4,"HBG1, hemoglobin, gamma A [Source:HGNC Symbol;Acc:HGNC:4831]"
172,ENSP00000381581,17051,-2343.5,4,Plastin-2 (L-plastin) (Lymphocyte cytosolic protein 1) (LCP-1) (LC64P). [Source:Uniprot/SWISSPROT;Acc:P13796]
173,ENSP00000315757,18230,-2343.5,4,"LCP1, lymphocyte cytosolic protein 1 (L-plastin) [Source:HGNC Symbol;Acc:HGNC:6528]"
174,ENSP00000351190,10989,-2339.1,4,"ITIH2, inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]"
175,ENSP00000301072,42038,-2336.3,4,"TUBA1C, tubulin, alpha 1c [Source:HGNC Symbol;Acc:HGNC:20768]"
176,ENSP00000368906,10075,-2305.1,4,"ITIH2, inter-alpha-trypsin inhibitor heavy chain 2 [Source:HGNC Symbol;Acc:HGNC:6167]"
177,ENSP00000273951,11626,-2296.1,4,"GC, group-specific component (vitamin D binding protein) [Source:HGNC Symbol;Acc:HGNC:4187]"
178,ENSP00000379613,7897,-2294.9,4,"MYH11, myosin, heavy chain 11, smooth muscle"
179,ENSP00000261405,7519,-2290.4,4,"VWF, von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726]"
180,ENSP00000376795,10882,-2284.5,4,"SERPINA3, serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 [Source:HGNC Symbol;Acc:HGNC:16]"
181,ENSP00000376793,10675,-2284.5,4,"SERPINA3, serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 3 [Source:HGNC Symbol;Acc:HGNC:16]"
182,ENSP00000264071,35963,-2254.8,4,"TUBB4A, tubulin, beta 4A class IVa [Source:HGNC Symbol;Acc:HGNC:20774]"
183,ENSP00000333994,23831,-2237.1,4,"HBB, hemoglobin, beta [Source:HGNC Symbol;Acc:HGNC:4827]"
184,ENSP00000379672,34894,-2194.3,4,"TUBB, tubulin, beta class I [Source:HGNC Symbol;Acc:HGNC:20778]"
185,ENSP00000383378,34846,-2194.3,4,Tubulin beta chain (Tubulin beta-5 chain). [Source:Uniprot/SWISSPROT;Acc:P07437]
186,ENSP00000253792,18069,-2191.5,4,"ACLY, ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]"
187,ENSP00000378044,3710,-2187.2,4,"ANK2, ankyrin 2, neuronal [Source:HGNC Symbol;Acc:HGNC:493]"
188,ENSP00000320295,35951,-2180.7,4,"TUBB3, tubulin, beta 3 class III [Source:HGNC Symbol;Acc:HGNC:20772]"
189,ENSP00000326042,37968,-2166.9,4,"TUBA3D, tubulin, alpha 3d [Source:HGNC Symbol;Acc:HGNC:24071]"
190,ENSP00000382982,34265,-2166.9,4,Tubulin alpha-2 chain (Alpha-tubulin 2). [Source:Uniprot/SWISSPROT;Acc:Q13748]
191,ENSP00000276440,3188,-2166.7,4,"DOCK5, dedicator of cytokinesis 5 [Source:HGNC Symbol;Acc:HGNC:23476]"
192,ENSP00000345398,17625,-2159.9,4,"ACLY, ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]"
193,ENSP00000377474,16980,-2159.9,4,"ACLY, ATP citrate lyase [Source:HGNC Symbol;Acc:HGNC:115]"
194,ENSP00000358879,8161,-2142.1,4,"FLNA, filamin A, alpha [Source:HGNC Symbol;Acc:3754; P21333; NP_001104026]"
195,ENSP00000262407,3896,-2141.1,4,"ITGA2B, integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) [Source:HGNC Symbol;Acc:HGNC:6138]"
196,ENSP00000296452,681,-2138.5,4,"BSN, bassoon presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:1117]"
197,ENSP00000362924,21485,-2135.6,4,"GSN, gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]"
198,ENSP00000308541,11331,-2129.5,4,"F2, coagulation factor II (thrombin) [Source:HGNC Symbol;Acc:HGNC:3535]"
199,ENSP00000296289,22364,-2127.9,4,"TKT, transketolase [Source:HGNC Symbol;Acc:HGNC:11834]"
200,ENSP00000340536,3790,-2107.9,4,"ITGA2B, integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41) [Source:HGNC Symbol;Acc:6138]"
201,ENSP00000354826,12688,-2104,4,"CALD1, caldesmon 1 [Source:HGNC Symbol;Acc:HGNC:1441]"
202,ENSP00000377882,20172,-2085.5,4,"GSN, gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]"
203,ENSP00000373487,22250,-2081.7,4,"KRT18, keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]"
204,ENSP00000373489,22237,-2081.7,4,"KRT18, keratin 18 [Source:HGNC Symbol;Acc:HGNC:6430]"
205,ENSP00000362914,20675,-2076.5,4,"GSN, gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]"
206,ENSP00000340888,22168,-2076.5,4,"GSN, gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]"
207,ENSP00000362929,21457,-2076.5,4,"GSN, gelsolin [Source:HGNC Symbol;Acc:HGNC:4620]"
208,ENSP00000318197,37110,-2067.6,4,"TUBA3E, tubulin, alpha 3e [Source:HGNC Symbol;Acc:HGNC:20765]"
209,ENSP00000385960,14626,-2062.8,4,"SERPINA1, serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 [Source:HGNC Symbol;Acc:HGNC:8941]"
